Angle1(deg),Angle2(deg)
-1.3200000000000003,12.67
-1.3200000000000003,12.67
-1.3200000000000003,12.67
-1.2299999999999986,12.62
-1.3200000000000003,12.67
-1.4900000000000002,12.88
-0.9799999999999986,12.62
-1.0700000000000003,12.67
-1.08,12.88
-0.7699999999999996,12.62
-1.08,12.88
-1.0299999999999994,12.83
-0.9800000000000004,12.83
-1.0299999999999994,12.83
-0.620000000000001,12.88
-0.7399999999999984,13.04
-1.25,13.3
-0.7799999999999994,13.04
-0.5799999999999983,13.04
-0.5799999999999983,13.04
-0.5799999999999983,13.04
-0.5799999999999983,13.04
-0.7899999999999991,13.25
-0.7400000000000002,13.25
-0.5399999999999991,13.25
-0.33000000000000007,13.25
-0.5400000000000009,13.46
-0.5400000000000009,13.46
-0.5,13.46
-0.5400000000000009,13.46
-0.5,13.46
-0.5400000000000009,13.46
-0.8000000000000007,13.72
-0.5,13.67
-0.5,13.67
-0.5,13.67
-0.5,13.67
-0.5,13.67
-0.5,13.67
-0.5,13.67
-0.40000000000000036,13.72
-0.45000000000000107,13.98
-0.1999999999999993,13.93
-0.3600000000000012,14.14
-0.3600000000000012,14.14
-0.3600000000000012,14.14
-0.3600000000000012,14.14
-0.3600000000000012,14.14
-0.09999999999999964,13.93
-0.6699999999999999,14.4
-0.1999999999999993,14.19
-0.1999999999999993,14.19
-0.1999999999999993,14.19
-0.1999999999999993,14.19
0.0,14.19
-0.21000000000000085,14.4
-0.009999999999999787,14.4
0.08999999999999986,14.35
0.15000000000000036,14.35
0.08999999999999986,14.35
-0.41999999999999993,14.61
0.15000000000000036,14.35
-0.3699999999999992,14.61
-0.41999999999999993,14.61
-0.3699999999999992,14.61
-0.3699999999999992,14.61
-0.3699999999999992,14.61
-0.3699999999999992,14.61
-0.3699999999999992,14.61
-0.3699999999999992,14.61
-0.3699999999999992,14.61
-0.3699999999999992,14.61
0.2400000000000002,14.61
0.16999999999999993,14.88
0.23000000000000043,15.08
0.4299999999999997,15.08
0.4299999999999997,15.08
0.22000000000000064,15.29
0.22000000000000064,15.29
0.22000000000000064,15.29
0.4200000000000017,15.29
0.4200000000000017,15.29
0.4200000000000017,15.29
0.4200000000000017,15.29
0.4200000000000017,15.29
0.4200000000000017,15.29
0.8300000000000018,15.29
0.620000000000001,15.5
0.879999999999999,15.5
0.879999999999999,15.5
0.879999999999999,15.5
0.879999999999999,15.5
0.879999999999999,15.5
0.8699999999999974,15.71
0.7200000000000006,15.92
0.6599999999999984,15.92
0.6599999999999984,15.92
0.4599999999999991,15.92
0.6599999999999984,15.92
0.7200000000000006,15.92
1.3199999999999985,15.92
0.8000000000000007,16.24
0.8000000000000007,16.24
0.8599999999999994,16.18
1.0,16.24
0.8599999999999994,16.18
0.8599999999999994,16.18
1.0599999999999987,16.18
1.2600000000000016,16.18
0.8499999999999979,16.39
0.9700000000000024,16.33
1.3099999999999987,16.39
1.3099999999999987,16.39
1.3099999999999987,16.39
1.3099999999999987,16.39
1.25,16.45
1.3099999999999987,16.39
1.3099999999999987,16.39
1.3099999999999987,16.39
1.3099999999999987,16.39
1.3099999999999987,16.39
1.6400000000000006,16.66
1.5,17.07
1.9600000000000009,17.07
1.75,17.28
1.8200000000000003,17.28
1.8200000000000003,17.28
1.8200000000000003,17.28
1.7600000000000016,17.34
1.6900000000000013,17.34
1.8900000000000006,17.34
1.8900000000000006,17.34
1.8900000000000006,17.34
1.8900000000000006,17.34
1.8900000000000006,17.34
1.9499999999999993,17.55
2.0799999999999983,17.55
2.3599999999999994,17.34
2.1499999999999986,17.55
2.1499999999999986,17.55
2.1499999999999986,17.55
2.1499999999999986,17.55
2.34,17.55
2.34,17.55
1.9499999999999993,17.75
2.219999999999999,17.75
2.4899999999999984,17.75
2.34,17.82
2.539999999999999,17.82
2.7399999999999984,17.82
2.7399999999999984,17.82
2.7399999999999984,17.82
2.34,18.02
2.6099999999999994,18.02
2.66,18.09
2.8599999999999994,18.09
2.66,18.09
2.8599999999999994,18.09
2.4499999999999993,18.3
2.599999999999998,18.23
2.599999999999998,18.23
2.6700000000000017,18.43
2.9400000000000013,18.43
2.789999999999999,18.5
2.9899999999999984,18.5
2.9899999999999984,18.5
2.9899999999999984,18.5
2.5799999999999983,18.71
2.7799999999999976,18.71
2.7799999999999976,18.71
2.7799999999999976,18.71
2.8599999999999994,18.71
2.8999999999999986,18.98
2.6999999999999993,18.98
2.9800000000000004,18.98
2.9800000000000004,18.98
2.9800000000000004,18.98
2.5700000000000003,19.19
2.7699999999999996,19.19
2.9599999999999973,19.19
2.9599999999999973,19.19
2.9599999999999973,19.19
3.2399999999999984,19.19
3.2399999999999984,19.19
2.84,19.39
3.039999999999999,19.39
3.039999999999999,19.39
3.349999999999998,19.46
3.349999999999998,19.46
3.349999999999998,19.46
3.349999999999998,19.46
2.9499999999999993,19.67
3.139999999999997,19.67
3.219999999999999,19.67
3.139999999999997,19.67
3.419999999999998,19.67
3.3500000000000014,19.74
3.5400000000000027,19.74
3.7300000000000004,19.74
3.6099999999999994,19.95
3.5199999999999996,19.95
3.210000000000001,20.15
3.5600000000000023,20.08
3.5600000000000023,20.08
3.8400000000000034,20.08
3.6000000000000014,20.15
3.6000000000000014,20.15
3.6000000000000014,20.15
3.6799999999999997,20.15
3.8800000000000026,20.15
3.7900000000000027,20.15
3.8800000000000026,20.15
3.7900000000000027,20.15
3.8800000000000026,20.15
3.9499999999999993,20.35
4.07,20.43
4.07,20.43
4.07,20.43
4.07,20.43
4.170000000000002,20.43
3.59,20.63
4.060000000000002,20.63
3.8500000000000014,20.84
4.129999999999999,20.84
4.219999999999999,20.84
4.129999999999999,20.84
4.129999999999999,20.84
4.129999999999999,20.84
4.129999999999999,20.84
4.600000000000001,20.84
4.23,21.12
4.509999999999998,21.12
4.509999999999998,21.12
4.509999999999998,21.12
4.309999999999999,21.32
4.309999999999999,21.32
4.399999999999999,21.32
4.59,21.32
4.780000000000001,21.32
4.48,21.52
4.600000000000001,21.4
4.5,21.6
4.779999999999998,21.6
4.390000000000001,21.8
4.390000000000001,21.8
4.779999999999998,21.6
4.779999999999998,21.6
4.690000000000001,21.88
4.859999999999999,21.8
4.77,21.8
4.77,21.8
4.850000000000001,22.0
4.670000000000002,22.08
4.670000000000002,22.08
4.770000000000003,22.08
4.770000000000003,22.08
4.670000000000002,22.08
4.770000000000003,22.08
4.670000000000002,22.08
4.670000000000002,22.08
4.670000000000002,22.08
4.670000000000002,22.08
4.850000000000001,22.0
4.670000000000002,22.08
4.850000000000001,22.0
4.850000000000001,22.0
4.850000000000001,22.0
4.940000000000001,22.0
4.940000000000001,22.0
4.940000000000001,22.0
5.329999999999998,21.8
5.329999999999998,21.8
5.140000000000001,21.8
5.140000000000001,21.8
5.050000000000001,21.8
4.949999999999999,21.8
4.77,21.8
4.77,21.8
4.579999999999998,21.8
5.140000000000001,21.52
5.140000000000001,21.52
5.140000000000001,21.52
5.140000000000001,21.52
4.5,21.6
5.07,21.4
5.07,21.4
4.98,21.4
4.880000000000003,21.4
4.600000000000001,21.4
4.390000000000001,21.52
4.600000000000001,21.4
4.600000000000001,21.4
4.600000000000001,21.4
4.600000000000001,21.4
4.600000000000001,21.4
4.600000000000001,21.4
4.780000000000001,21.32
4.59,21.32
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.309999999999999,21.32
4.689999999999998,21.12
4.309999999999999,21.32
4.309999999999999,21.32
4.689999999999998,21.12
4.109999999999999,21.52
4.689999999999998,21.12
4.309999999999999,21.32
4.309999999999999,21.32
4.489999999999998,21.32
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.489999999999998,21.32
4.689999999999998,21.12
4.689999999999998,21.12
4.309999999999999,21.32
4.689999999999998,21.12
4.689999999999998,21.12
4.309999999999999,21.32
4.309999999999999,21.32
4.309999999999999,21.32
4.309999999999999,21.32
4.309999999999999,21.32
4.309999999999999,21.32
4.309999999999999,21.32
4.689999999999998,21.12
4.689999999999998,21.12
4.689999999999998,21.12
4.309999999999999,21.32
4.309999999999999,21.32
4.399999999999999,21.32
4.399999999999999,21.32
4.309999999999999,21.32
4.309999999999999,21.32
4.689999999999998,21.12
4.309999999999999,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.98,21.12
4.309999999999999,21.32
4.309999999999999,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.780000000000001,21.32
4.780000000000001,21.32
4.780000000000001,21.32
4.59,21.32
4.59,21.32
4.59,21.32
4.41,21.4
4.59,21.32
4.780000000000001,21.32
4.780000000000001,21.32
4.59,21.32
4.59,21.32
4.809999999999999,21.19
4.600000000000001,21.4
4.600000000000001,21.4
4.600000000000001,21.4
4.600000000000001,21.4
4.600000000000001,21.4
4.600000000000001,21.4
4.209999999999997,21.6
4.600000000000001,21.4
4.5,21.6
4.5,21.6
4.5,21.6
4.5,21.6
4.68,21.6
4.5,21.6
4.5,21.6
4.5,21.6
4.5,21.6
4.5,21.6
4.5,21.6
4.68,21.6
4.859999999999999,21.52
4.859999999999999,21.52
4.470000000000002,21.72
4.390000000000001,21.8
4.579999999999998,21.8
4.579999999999998,21.8
4.579999999999998,21.8
4.579999999999998,21.8
4.77,21.8
4.77,21.8
4.77,21.8
4.77,21.8
4.77,21.8
5.050000000000001,21.8
4.75,22.0
4.670000000000002,22.08
4.670000000000002,22.08
4.670000000000002,22.08
4.770000000000003,22.08
4.770000000000003,22.08
4.950000000000003,22.08
4.950000000000003,22.08
4.950000000000003,22.08
4.950000000000003,22.08
4.740000000000002,22.29
4.560000000000002,22.29
5.240000000000002,22.08
5.030000000000001,22.29
7.699999999999999,21.68
10.850000000000001,20.15
12.190000000000005,20.15
12.480000000000004,20.15
13.130000000000003,20.15
13.350000000000001,20.22
13.620000000000001,19.95
13.600000000000001,20.15
13.89,20.15
14.07,20.15
14.280000000000001,20.35
14.369999999999997,20.43
14.190000000000001,20.56
14.670000000000002,20.43
14.290000000000003,20.63
14.169999999999998,20.63
14.290000000000003,20.63
14.290000000000003,20.63
14.290000000000003,20.63
14.48,20.56
14.48,20.56
15.129999999999999,20.56
15.440000000000001,20.84
15.330000000000002,21.12
15.420000000000002,21.32
15.420000000000002,21.32
15.420000000000002,21.32
15.420000000000002,21.32
15.420000000000002,21.32
15.420000000000002,21.32
15.420000000000002,21.32
15.719999999999999,21.32
15.850000000000001,21.32
15.810000000000002,21.4
16.020000000000003,21.32
16.020000000000003,21.32
18.25,20.15
19.449999999999996,19.67
19.01,19.95
19.01,19.95
19.38,19.74
19.449999999999996,19.67
19.589999999999996,19.67
19.589999999999996,19.67
19.589999999999996,19.67
19.820000000000004,19.74
20.259999999999998,19.6
20.280000000000005,19.74
20.489999999999995,19.67
20.65,19.67
20.82,19.67
20.65,19.67
20.82,19.67
20.889999999999997,19.87
21.06,19.87
21.359999999999996,19.87
20.990000000000002,20.08
21.070000000000004,20.02
20.990000000000002,20.08
21.15,20.08
21.599999999999998,19.95
21.380000000000003,20.15
21.700000000000003,20.15
21.840000000000003,20.15
21.840000000000003,20.15
21.93,20.22
21.910000000000004,20.22
21.78,20.35
21.939999999999998,20.35
21.939999999999998,20.35
22.150000000000002,20.3
22.160000000000004,20.43
22.090000000000003,20.5
22.299999999999997,20.43
22.46,20.43
22.619999999999997,20.43
22.41,20.63
22.41,20.63
22.41,20.63
22.41,20.63
22.56,20.63
23.01,20.63
23.029999999999998,20.76
22.8,20.84
22.95,20.84
22.88,20.91
23.029999999999998,20.91
23.029999999999998,20.91
23.330000000000002,20.91
23.55,20.84
23.41,20.99
23.56,20.99
23.56,20.99
23.279999999999998,21.12
23.279999999999998,21.12
23.279999999999998,21.12
23.580000000000002,21.12
24.09,20.91
23.73,21.12
23.73,21.12
23.73,21.12
23.88,21.12
24.540000000000003,20.91
24.330000000000002,21.12
23.979999999999997,21.32
24.26,21.19
24.130000000000003,21.32
24.130000000000003,21.32
24.200000000000003,21.4
24.740000000000002,21.32
24.509999999999998,21.4
24.36,21.4
24.5,21.4
24.660000000000004,21.4
24.810000000000002,21.4
24.69,21.52
24.810000000000002,21.4
24.810000000000002,21.4
24.46,21.6
24.759999999999998,21.6
25.139999999999997,21.52
25.000000000000004,21.52
25.150000000000002,21.52
25.3,21.52
25.02,21.8
25.02,21.8
25.02,21.8
25.169999999999998,21.8
25.16,21.8
25.169999999999998,21.8
25.169999999999998,21.8
25.319999999999997,21.8
25.169999999999998,21.8
25.48,21.8
25.62,21.8
25.779999999999998,21.8
25.62,21.8
25.69,21.88
25.490000000000002,22.08
25.340000000000003,22.08
25.5,22.08
25.65,22.08
25.65,22.08
25.65,22.08
25.79,22.08
25.950000000000003,22.08
25.950000000000003,22.08
25.950000000000003,22.08
25.950000000000003,22.08
26.25,22.08
25.9,22.29
26.200000000000003,22.29
26.200000000000003,22.29
26.200000000000003,22.29
26.200000000000003,22.29
26.26,22.37
26.26,22.37
26.099999999999998,22.37
26.26,22.37
26.419999999999998,22.37
26.22,22.57
26.610000000000003,22.49
26.56,22.37
26.36,22.57
26.36,22.57
26.36,22.57
26.36,22.57
26.689999999999998,22.57
26.97,22.57
26.790000000000003,22.77
26.790000000000003,22.77
26.549999999999997,22.85
26.790000000000003,22.77
26.790000000000003,22.77
